,gene_id,database,kegg_id
3629,USA300HOU_RS01440,KEGG_Pathway,map00121
3630,USA300HOU_RS01440,KEGG_Pathway,map01100
3631,USA300HOU_RS01445,KEGG_Pathway,-
3632,USA300HOU_RS01450,KEGG_Pathway,-
3633,USA300HOU_RS01455,KEGG_Pathway,-
3634,USA300HOU_RS01460,KEGG_Pathway,-
3635,USA300HOU_RS01465,KEGG_Pathway,-
3636,USA300HOU_RS01470,KEGG_Pathway,-
3637,USA300HOU_RS01475,KEGG_Pathway,-
3638,USA300HOU_RS01480,KEGG_Pathway,-
3639,USA300HOU_RS01485,KEGG_Pathway,-
3640,USA300HOU_RS01490,KEGG_Pathway,-
3641,USA300HOU_RS01495,KEGG_Pathway,-
3642,USA300HOU_RS01500,KEGG_Pathway,-
3643,USA300HOU_RS01505,KEGG_Pathway,-
3644,USA300HOU_RS01510,KEGG_Pathway,-
3645,USA300HOU_RS01535,KEGG_Pathway,-
3646,USA300HOU_RS01540,KEGG_Pathway,-
3647,USA300HOU_RS01555,KEGG_Pathway,-
3648,USA300HOU_RS01560,KEGG_Pathway,-
3649,USA300HOU_RS01565,KEGG_Pathway,-
3650,USA300HOU_RS01570,KEGG_Pathway,-
3651,USA300HOU_RS01575,KEGG_Pathway,-
3652,USA300HOU_RS01585,KEGG_Pathway,-
3653,USA300HOU_RS01590,KEGG_Pathway,-
3654,USA300HOU_RS01595,KEGG_Pathway,-
3655,USA300HOU_RS01600,KEGG_Pathway,-
3656,USA300HOU_RS01605,KEGG_Pathway,-
3657,USA300HOU_RS01610,KEGG_Pathway,-
3658,USA300HOU_RS01615,KEGG_Pathway,-
3659,USA300HOU_RS01620,KEGG_Pathway,-
3660,USA300HOU_RS01625,KEGG_Pathway,-
3661,USA300HOU_RS01630,KEGG_Pathway,-
3662,USA300HOU_RS01640,KEGG_Pathway,-
3664,USA300HOU_RS01645,KEGG_Pathway,map02010
3665,USA300HOU_RS01650,KEGG_Pathway,-
3667,USA300HOU_RS01655,KEGG_Pathway,map00240
3669,USA300HOU_RS01660,KEGG_Pathway,map00240
3670,USA300HOU_RS01665,KEGG_Pathway,-
3671,USA300HOU_RS01670,KEGG_Pathway,-
3673,USA300HOU_RS01675,KEGG_Pathway,map00520
3674,USA300HOU_RS01680,KEGG_Pathway,-
3675,USA300HOU_RS01685,KEGG_Pathway,-
3677,USA300HOU_RS01690,KEGG_Pathway,map00520
3678,USA300HOU_RS01695,KEGG_Pathway,-
3681,USA300HOU_RS01700,KEGG_Pathway,map00561
3682,USA300HOU_RS01700,KEGG_Pathway,map01100
3683,USA300HOU_RS01705,KEGG_Pathway,-
3684,USA300HOU_RS01710,KEGG_Pathway,-
3685,USA300HOU_RS01720,KEGG_Pathway,-
3692,USA300HOU_RS01725,KEGG_Pathway,map00260
3693,USA300HOU_RS01725,KEGG_Pathway,map00630
3694,USA300HOU_RS01725,KEGG_Pathway,map01100
3695,USA300HOU_RS01725,KEGG_Pathway,map01110
3696,USA300HOU_RS01725,KEGG_Pathway,map01130
3697,USA300HOU_RS01725,KEGG_Pathway,map01200
3698,USA300HOU_RS01730,KEGG_Pathway,-
3699,USA300HOU_RS01735,KEGG_Pathway,-
3702,USA300HOU_RS01740,KEGG_Pathway,map00785
3703,USA300HOU_RS01740,KEGG_Pathway,map01100
3704,USA300HOU_RS01745,KEGG_Pathway,-
3709,USA300HOU_RS01750,KEGG_Pathway,map00053
3710,USA300HOU_RS01750,KEGG_Pathway,map01100
3711,USA300HOU_RS01750,KEGG_Pathway,map01120
3712,USA300HOU_RS01750,KEGG_Pathway,map02060
3717,USA300HOU_RS01755,KEGG_Pathway,map00053
3718,USA300HOU_RS01755,KEGG_Pathway,map01100
3719,USA300HOU_RS01755,KEGG_Pathway,map01120
3720,USA300HOU_RS01755,KEGG_Pathway,map02060
3725,USA300HOU_RS01760,KEGG_Pathway,map00053
3726,USA300HOU_RS01760,KEGG_Pathway,map01100
3727,USA300HOU_RS01760,KEGG_Pathway,map01120
3728,USA300HOU_RS01760,KEGG_Pathway,map02060
3729,USA300HOU_RS01765,KEGG_Pathway,-
3730,USA300HOU_RS01770,KEGG_Pathway,-
3731,USA300HOU_RS01775,KEGG_Pathway,-
3732,USA300HOU_RS01780,KEGG_Pathway,-
3734,USA300HOU_RS01785,KEGG_Pathway,map02020
3735,USA300HOU_RS01790,KEGG_Pathway,-
3736,USA300HOU_RS01795,KEGG_Pathway,-
3740,USA300HOU_RS01800,KEGG_Pathway,map00740
3741,USA300HOU_RS01800,KEGG_Pathway,map00920
3742,USA300HOU_RS01800,KEGG_Pathway,map01100
3743,USA300HOU_RS01805,KEGG_Pathway,-
3744,USA300HOU_RS01815,KEGG_Pathway,-
3745,USA300HOU_RS01820,KEGG_Pathway,-
3746,USA300HOU_RS01825,KEGG_Pathway,-
3747,USA300HOU_RS01830,KEGG_Pathway,-
3750,USA300HOU_RS01835,KEGG_Pathway,map03060
3751,USA300HOU_RS01835,KEGG_Pathway,map03070
3754,USA300HOU_RS01840,KEGG_Pathway,map03060
3755,USA300HOU_RS01840,KEGG_Pathway,map03070
3756,USA300HOU_RS01845,KEGG_Pathway,-
3757,USA300HOU_RS01850,KEGG_Pathway,-
3758,USA300HOU_RS01855,KEGG_Pathway,-
3759,USA300HOU_RS01860,KEGG_Pathway,-
3760,USA300HOU_RS01865,KEGG_Pathway,-
3761,USA300HOU_RS01870,KEGG_Pathway,-
3781,USA300HOU_RS01880,KEGG_Pathway,map00071
3782,USA300HOU_RS01880,KEGG_Pathway,map00072
3783,USA300HOU_RS01880,KEGG_Pathway,map00280
3784,USA300HOU_RS01880,KEGG_Pathway,map00310
3785,USA300HOU_RS01880,KEGG_Pathway,map00362
3786,USA300HOU_RS01880,KEGG_Pathway,map00380
3787,USA300HOU_RS01880,KEGG_Pathway,map00620
3788,USA300HOU_RS01880,KEGG_Pathway,map00630
3789,USA300HOU_RS01880,KEGG_Pathway,map00640
3790,USA300HOU_RS01880,KEGG_Pathway,map00650
3791,USA300HOU_RS01880,KEGG_Pathway,map00720
3792,USA300HOU_RS01880,KEGG_Pathway,map00900
3793,USA300HOU_RS01880,KEGG_Pathway,map01100
3794,USA300HOU_RS01880,KEGG_Pathway,map01110
3795,USA300HOU_RS01880,KEGG_Pathway,map01120
3796,USA300HOU_RS01880,KEGG_Pathway,map01130
3797,USA300HOU_RS01880,KEGG_Pathway,map01200
3798,USA300HOU_RS01880,KEGG_Pathway,map01212
3799,USA300HOU_RS01880,KEGG_Pathway,map02020
3803,USA300HOU_RS01885,KEGG_Pathway,map00380
3804,USA300HOU_RS01885,KEGG_Pathway,map00630
3805,USA300HOU_RS01885,KEGG_Pathway,map01100
3811,USA300HOU_RS01890,KEGG_Pathway,map00270
3812,USA300HOU_RS01890,KEGG_Pathway,map00450
3813,USA300HOU_RS01890,KEGG_Pathway,map01100
3814,USA300HOU_RS01890,KEGG_Pathway,map01110
3815,USA300HOU_RS01890,KEGG_Pathway,map01230
3824,USA300HOU_RS01895,KEGG_Pathway,map00270
3825,USA300HOU_RS01895,KEGG_Pathway,map00670
3826,USA300HOU_RS01895,KEGG_Pathway,map00720
3827,USA300HOU_RS01895,KEGG_Pathway,map01100
3828,USA300HOU_RS01895,KEGG_Pathway,map01110
3829,USA300HOU_RS01895,KEGG_Pathway,map01120
3830,USA300HOU_RS01895,KEGG_Pathway,map01200
3831,USA300HOU_RS01895,KEGG_Pathway,map01523
3837,USA300HOU_RS01900,KEGG_Pathway,map00270
3838,USA300HOU_RS01900,KEGG_Pathway,map00450
3839,USA300HOU_RS01900,KEGG_Pathway,map01100
3840,USA300HOU_RS01900,KEGG_Pathway,map01110
3841,USA300HOU_RS01900,KEGG_Pathway,map01230
3849,USA300HOU_RS01905,KEGG_Pathway,map00270
3850,USA300HOU_RS01905,KEGG_Pathway,map00450
3851,USA300HOU_RS01905,KEGG_Pathway,map00920
3852,USA300HOU_RS01905,KEGG_Pathway,map01100
3853,USA300HOU_RS01905,KEGG_Pathway,map01110
3854,USA300HOU_RS01905,KEGG_Pathway,map01130
3855,USA300HOU_RS01905,KEGG_Pathway,map01230
3856,USA300HOU_RS01910,KEGG_Pathway,-
3857,USA300HOU_RS01915,KEGG_Pathway,-
3858,USA300HOU_RS01920,KEGG_Pathway,-
3859,USA300HOU_RS01925,KEGG_Pathway,-
3860,USA300HOU_RS01930,KEGG_Pathway,-
3862,USA300HOU_RS01935,KEGG_Pathway,map03010
3866,USA300HOU_RS01940,KEGG_Pathway,map03030
3867,USA300HOU_RS01940,KEGG_Pathway,map03430
3868,USA300HOU_RS01940,KEGG_Pathway,map03440
3870,USA300HOU_RS01945,KEGG_Pathway,map03010
3871,USA300HOU_RS01950,KEGG_Pathway,-
3872,USA300HOU_RS15030,KEGG_Pathway,-
3873,USA300HOU_RS01960,KEGG_Pathway,-
3874,USA300HOU_RS01965,KEGG_Pathway,-
3875,USA300HOU_RS01970,KEGG_Pathway,-
3876,USA300HOU_RS01975,KEGG_Pathway,-
3877,USA300HOU_RS01980,KEGG_Pathway,-
3878,USA300HOU_RS01985,KEGG_Pathway,-
3891,USA300HOU_RS01995,KEGG_Pathway,map00010
3892,USA300HOU_RS01995,KEGG_Pathway,map00260
3893,USA300HOU_RS01995,KEGG_Pathway,map00680
3894,USA300HOU_RS01995,KEGG_Pathway,map00860
3895,USA300HOU_RS01995,KEGG_Pathway,map01100
3896,USA300HOU_RS01995,KEGG_Pathway,map01110
3897,USA300HOU_RS01995,KEGG_Pathway,map01120
3898,USA300HOU_RS01995,KEGG_Pathway,map01130
3899,USA300HOU_RS01995,KEGG_Pathway,map01200
3900,USA300HOU_RS01995,KEGG_Pathway,map01230
3901,USA300HOU_RS01995,KEGG_Pathway,map04922
3902,USA300HOU_RS01995,KEGG_Pathway,map05230
3903,USA300HOU_RS02000,KEGG_Pathway,-
3904,USA300HOU_RS02005,KEGG_Pathway,-
3905,USA300HOU_RS02015,KEGG_Pathway,-
3907,USA300HOU_RS02020,KEGG_Pathway,map04214
3910,USA300HOU_RS02025,KEGG_Pathway,map00740
3911,USA300HOU_RS02025,KEGG_Pathway,map01100
3912,USA300HOU_RS02030,KEGG_Pathway,-
3913,USA300HOU_RS02040,KEGG_Pathway,-
3914,USA300HOU_RS02045,KEGG_Pathway,-
3915,USA300HOU_RS02050,KEGG_Pathway,-
3919,USA300HOU_RS02055,KEGG_Pathway,map00230
3920,USA300HOU_RS02055,KEGG_Pathway,map01100
3921,USA300HOU_RS02055,KEGG_Pathway,map01110
3922,USA300HOU_RS02060,KEGG_Pathway,-
3927,USA300HOU_RS02065,KEGG_Pathway,map00230
3928,USA300HOU_RS02065,KEGG_Pathway,map00983
3929,USA300HOU_RS02065,KEGG_Pathway,map01100
3930,USA300HOU_RS02065,KEGG_Pathway,map01110
3934,USA300HOU_RS02070,KEGG_Pathway,map00230
3935,USA300HOU_RS02070,KEGG_Pathway,map00983
3936,USA300HOU_RS02070,KEGG_Pathway,map01100
3937,USA300HOU_RS02075,KEGG_Pathway,-
3938,USA300HOU_RS02080,KEGG_Pathway,-
3939,USA300HOU_RS02085,KEGG_Pathway,-
3940,USA300HOU_RS02090,KEGG_Pathway,-
3941,USA300HOU_RS02095,KEGG_Pathway,-
3942,USA300HOU_RS02100,KEGG_Pathway,-
3943,USA300HOU_RS02105,KEGG_Pathway,-
3944,USA300HOU_RS02110,KEGG_Pathway,-
3945,USA300HOU_RS02115,KEGG_Pathway,-
3946,USA300HOU_RS02125,KEGG_Pathway,-
3947,USA300HOU_RS02130,KEGG_Pathway,-
3948,USA300HOU_RS02140,KEGG_Pathway,-
3949,USA300HOU_RS02145,KEGG_Pathway,-
3950,USA300HOU_RS02150,KEGG_Pathway,-
3951,USA300HOU_RS02155,KEGG_Pathway,-
3952,USA300HOU_RS02160,KEGG_Pathway,-
3953,USA300HOU_RS02170,KEGG_Pathway,-
3954,USA300HOU_RS02175,KEGG_Pathway,-
3955,USA300HOU_RS02180,KEGG_Pathway,-
3956,USA300HOU_RS02185,KEGG_Pathway,-
3957,USA300HOU_RS02190,KEGG_Pathway,-
3958,USA300HOU_RS02195,KEGG_Pathway,-
3959,USA300HOU_RS02200,KEGG_Pathway,-
3960,USA300HOU_RS02205,KEGG_Pathway,-
3961,USA300HOU_RS02210,KEGG_Pathway,-
3962,USA300HOU_RS02215,KEGG_Pathway,-
3963,USA300HOU_RS02220,KEGG_Pathway,-
3964,USA300HOU_RS02225,KEGG_Pathway,-
3965,USA300HOU_RS02230,KEGG_Pathway,-
3966,USA300HOU_RS02235,KEGG_Pathway,-
3967,USA300HOU_RS02240,KEGG_Pathway,-
3968,USA300HOU_RS02245,KEGG_Pathway,-
3969,USA300HOU_RS02250,KEGG_Pathway,-
3970,USA300HOU_RS02255,KEGG_Pathway,-
3971,USA300HOU_RS02265,KEGG_Pathway,-
3974,USA300HOU_RS02275,KEGG_Pathway,map00190
3975,USA300HOU_RS02275,KEGG_Pathway,map01100
3976,USA300HOU_RS02280,KEGG_Pathway,-
3977,USA300HOU_RS02285,KEGG_Pathway,-
3978,USA300HOU_RS15055,KEGG_Pathway,-
3979,USA300HOU_RS02295,KEGG_Pathway,-
3980,USA300HOU_RS02300,KEGG_Pathway,-
3981,USA300HOU_RS02310,KEGG_Pathway,-
3990,USA300HOU_RS02315,KEGG_Pathway,map00270
3991,USA300HOU_RS02315,KEGG_Pathway,map00920
3992,USA300HOU_RS02315,KEGG_Pathway,map01100
3993,USA300HOU_RS02315,KEGG_Pathway,map01110
3994,USA300HOU_RS02315,KEGG_Pathway,map01120
3995,USA300HOU_RS02315,KEGG_Pathway,map01130
3996,USA300HOU_RS02315,KEGG_Pathway,map01200
3997,USA300HOU_RS02315,KEGG_Pathway,map01230
4006,USA300HOU_RS02320,KEGG_Pathway,map00260
4007,USA300HOU_RS02320,KEGG_Pathway,map00270
4008,USA300HOU_RS02320,KEGG_Pathway,map00450
4009,USA300HOU_RS02320,KEGG_Pathway,map00920
4010,USA300HOU_RS02320,KEGG_Pathway,map01100
4011,USA300HOU_RS02320,KEGG_Pathway,map01110
4012,USA300HOU_RS02320,KEGG_Pathway,map01130
4013,USA300HOU_RS02320,KEGG_Pathway,map01230
4015,USA300HOU_RS02325,KEGG_Pathway,map02010
4017,USA300HOU_RS02330,KEGG_Pathway,map02010
4019,USA300HOU_RS02335,KEGG_Pathway,map02010
4020,USA300HOU_RS02340,KEGG_Pathway,-
4021,USA300HOU_RS02345,KEGG_Pathway,-
4022,USA300HOU_RS02350,KEGG_Pathway,-
4023,USA300HOU_RS02355,KEGG_Pathway,-
4024,USA300HOU_RS02360,KEGG_Pathway,-
4025,USA300HOU_RS02365,KEGG_Pathway,-
4026,USA300HOU_RS02370,KEGG_Pathway,-
4035,USA300HOU_RS02375,KEGG_Pathway,map00250
4036,USA300HOU_RS02375,KEGG_Pathway,map00630
4037,USA300HOU_RS02375,KEGG_Pathway,map00910
4038,USA300HOU_RS02375,KEGG_Pathway,map01100
4039,USA300HOU_RS02375,KEGG_Pathway,map01110
4040,USA300HOU_RS02375,KEGG_Pathway,map01120
4041,USA300HOU_RS02375,KEGG_Pathway,map01130
4042,USA300HOU_RS02375,KEGG_Pathway,map01230
4050,USA300HOU_RS02380,KEGG_Pathway,map00250
4051,USA300HOU_RS02380,KEGG_Pathway,map00910
4052,USA300HOU_RS02380,KEGG_Pathway,map01100
4053,USA300HOU_RS02380,KEGG_Pathway,map01110
4054,USA300HOU_RS02380,KEGG_Pathway,map01120
4055,USA300HOU_RS02380,KEGG_Pathway,map01130
4056,USA300HOU_RS02380,KEGG_Pathway,map01230
4059,USA300HOU_RS02390,KEGG_Pathway,map00500
4060,USA300HOU_RS02390,KEGG_Pathway,map02060
4062,USA300HOU_RS02395,KEGG_Pathway,map00500
4063,USA300HOU_RS02400,KEGG_Pathway,-
4064,USA300HOU_RS02410,KEGG_Pathway,-
4071,USA300HOU_RS02415,KEGG_Pathway,map00230
4072,USA300HOU_RS02415,KEGG_Pathway,map00240
4073,USA300HOU_RS02415,KEGG_Pathway,map01100
4074,USA300HOU_RS02415,KEGG_Pathway,map03030
4075,USA300HOU_RS02415,KEGG_Pathway,map03430
4076,USA300HOU_RS02415,KEGG_Pathway,map03440
4077,USA300HOU_RS02420,KEGG_Pathway,-
4079,USA300HOU_RS02425,KEGG_Pathway,map03440
4080,USA300HOU_RS02450,KEGG_Pathway,-
4083,USA300HOU_RS02455,KEGG_Pathway,map00240
4084,USA300HOU_RS02455,KEGG_Pathway,map01100
4085,USA300HOU_RS02460,KEGG_Pathway,-
4092,USA300HOU_RS02470,KEGG_Pathway,map00230
4093,USA300HOU_RS02470,KEGG_Pathway,map00240
4094,USA300HOU_RS02470,KEGG_Pathway,map01100
4095,USA300HOU_RS02470,KEGG_Pathway,map03030
4096,USA300HOU_RS02470,KEGG_Pathway,map03430
4097,USA300HOU_RS02470,KEGG_Pathway,map03440
4098,USA300HOU_RS02475,KEGG_Pathway,-
4099,USA300HOU_RS02480,KEGG_Pathway,-
4100,USA300HOU_RS02485,KEGG_Pathway,-
4101,USA300HOU_RS02490,KEGG_Pathway,-
4102,USA300HOU_RS02495,KEGG_Pathway,-
4105,USA300HOU_RS02505,KEGG_Pathway,map00450
4106,USA300HOU_RS02505,KEGG_Pathway,map00970
4107,USA300HOU_RS02510,KEGG_Pathway,-
4108,USA300HOU_RS02515,KEGG_Pathway,-
4109,USA300HOU_RS02520,KEGG_Pathway,-
4110,USA300HOU_RS02525,KEGG_Pathway,-
4115,USA300HOU_RS02530,KEGG_Pathway,map00900
4116,USA300HOU_RS02530,KEGG_Pathway,map01100
4117,USA300HOU_RS02530,KEGG_Pathway,map01110
4118,USA300HOU_RS02530,KEGG_Pathway,map01130
4119,USA300HOU_RS02535,KEGG_Pathway,-
4120,USA300HOU_RS02540,KEGG_Pathway,-
4121,USA300HOU_RS02545,KEGG_Pathway,-
4125,USA300HOU_RS02555,KEGG_Pathway,map00520
4126,USA300HOU_RS02555,KEGG_Pathway,map01100
4127,USA300HOU_RS02555,KEGG_Pathway,map01130
4136,USA300HOU_RS02560,KEGG_Pathway,map00030
4137,USA300HOU_RS02560,KEGG_Pathway,map00230
4138,USA300HOU_RS02560,KEGG_Pathway,map01100
4139,USA300HOU_RS02560,KEGG_Pathway,map01110
4140,USA300HOU_RS02560,KEGG_Pathway,map01120
4141,USA300HOU_RS02560,KEGG_Pathway,map01130
4142,USA300HOU_RS02560,KEGG_Pathway,map01200
4143,USA300HOU_RS02560,KEGG_Pathway,map01230
4145,USA300HOU_RS02570,KEGG_Pathway,map03010
4146,USA300HOU_RS02575,KEGG_Pathway,-
4148,USA300HOU_RS02580,KEGG_Pathway,map03420
4149,USA300HOU_RS02585,KEGG_Pathway,-
4151,USA300HOU_RS02590,KEGG_Pathway,map00230
4152,USA300HOU_RS02595,KEGG_Pathway,-
4153,USA300HOU_RS02600,KEGG_Pathway,-
4154,USA300HOU_RS02605,KEGG_Pathway,-
4158,USA300HOU_RS02610,KEGG_Pathway,map00230
4159,USA300HOU_RS02610,KEGG_Pathway,map01100
4160,USA300HOU_RS02610,KEGG_Pathway,map01110
4165,USA300HOU_RS02615,KEGG_Pathway,map00230
4166,USA300HOU_RS02615,KEGG_Pathway,map00983
4167,USA300HOU_RS02615,KEGG_Pathway,map01100
4168,USA300HOU_RS02615,KEGG_Pathway,map01110
4169,USA300HOU_RS02620,KEGG_Pathway,-
4170,USA300HOU_RS02625,KEGG_Pathway,-
4179,USA300HOU_RS02630,KEGG_Pathway,map00270
4180,USA300HOU_RS02630,KEGG_Pathway,map00920
4181,USA300HOU_RS02630,KEGG_Pathway,map01100
4182,USA300HOU_RS02630,KEGG_Pathway,map01110
4183,USA300HOU_RS02630,KEGG_Pathway,map01120
4184,USA300HOU_RS02630,KEGG_Pathway,map01130
4185,USA300HOU_RS02630,KEGG_Pathway,map01200
4186,USA300HOU_RS02630,KEGG_Pathway,map01230
4189,USA300HOU_RS02635,KEGG_Pathway,map00790
4190,USA300HOU_RS02635,KEGG_Pathway,map01100
4193,USA300HOU_RS02640,KEGG_Pathway,map00790
4194,USA300HOU_RS02640,KEGG_Pathway,map01100
4197,USA300HOU_RS02645,KEGG_Pathway,map00790
4198,USA300HOU_RS02645,KEGG_Pathway,map01100
4200,USA300HOU_RS02655,KEGG_Pathway,map00970
4201,USA300HOU_RS02725,KEGG_Pathway,-
4203,USA300HOU_RS02730,KEGG_Pathway,map00750
4205,USA300HOU_RS02735,KEGG_Pathway,map00750
4206,USA300HOU_RS02740,KEGG_Pathway,-
4207,USA300HOU_RS02745,KEGG_Pathway,-
4208,USA300HOU_RS02750,KEGG_Pathway,-
4209,USA300HOU_RS02755,KEGG_Pathway,-
4211,USA300HOU_RS02760,KEGG_Pathway,map01100
4212,USA300HOU_RS02770,KEGG_Pathway,-
4213,USA300HOU_RS02775,KEGG_Pathway,-
4216,USA300HOU_RS02780,KEGG_Pathway,map00970
4217,USA300HOU_RS02780,KEGG_Pathway,map01100
4226,USA300HOU_RS02785,KEGG_Pathway,map00270
4227,USA300HOU_RS02785,KEGG_Pathway,map00920
4228,USA300HOU_RS02785,KEGG_Pathway,map01100
4229,USA300HOU_RS02785,KEGG_Pathway,map01110
4230,USA300HOU_RS02785,KEGG_Pathway,map01120
4231,USA300HOU_RS02785,KEGG_Pathway,map01200
4232,USA300HOU_RS02785,KEGG_Pathway,map01230
4233,USA300HOU_RS02785,KEGG_Pathway,map05111
4235,USA300HOU_RS02790,KEGG_Pathway,map00970
4236,USA300HOU_RS02795,KEGG_Pathway,-
4237,USA300HOU_RS02800,KEGG_Pathway,-
4238,USA300HOU_RS02805,KEGG_Pathway,-
4241,USA300HOU_RS02810,KEGG_Pathway,map02020
4242,USA300HOU_RS02810,KEGG_Pathway,map02024
4244,USA300HOU_RS15075,KEGG_Pathway,map03010
4248,USA300HOU_RS02815,KEGG_Pathway,map02024
4249,USA300HOU_RS02815,KEGG_Pathway,map03060
4250,USA300HOU_RS02815,KEGG_Pathway,map03070
4251,USA300HOU_RS02820,KEGG_Pathway,-
4253,USA300HOU_RS02825,KEGG_Pathway,map03010
4255,USA300HOU_RS02830,KEGG_Pathway,map03010
4257,USA300HOU_RS02835,KEGG_Pathway,map03010
4259,USA300HOU_RS02840,KEGG_Pathway,map03010
4260,USA300HOU_RS02845,KEGG_Pathway,-
4265,USA300HOU_RS02850,KEGG_Pathway,map00230
4266,USA300HOU_RS02850,KEGG_Pathway,map00240
4267,USA300HOU_RS02850,KEGG_Pathway,map01100
4268,USA300HOU_RS02850,KEGG_Pathway,map03020
4273,USA300HOU_RS02855,KEGG_Pathway,map00230
4274,USA300HOU_RS02855,KEGG_Pathway,map00240
4275,USA300HOU_RS02855,KEGG_Pathway,map01100
4276,USA300HOU_RS02855,KEGG_Pathway,map03020
4278,USA300HOU_RS02860,KEGG_Pathway,map03010
4280,USA300HOU_RS02865,KEGG_Pathway,map03010
4282,USA300HOU_RS02870,KEGG_Pathway,map03010
4283,USA300HOU_RS02875,KEGG_Pathway,-
4284,USA300HOU_RS02880,KEGG_Pathway,-
4285,USA300HOU_RS02885,KEGG_Pathway,-
4289,USA300HOU_RS02890,KEGG_Pathway,map00260
4290,USA300HOU_RS02890,KEGG_Pathway,map00780
4291,USA300HOU_RS02890,KEGG_Pathway,map01100
4294,USA300HOU_RS02895,KEGG_Pathway,map00620
4295,USA300HOU_RS02895,KEGG_Pathway,map01120
4298,USA300HOU_RS02900,KEGG_Pathway,map00040
4299,USA300HOU_RS02900,KEGG_Pathway,map01100
4300,USA300HOU_RS02905,KEGG_Pathway,-
4310,USA300HOU_RS02910,KEGG_Pathway,map00270
4311,USA300HOU_RS02910,KEGG_Pathway,map00280
4312,USA300HOU_RS02910,KEGG_Pathway,map00290
4313,USA300HOU_RS02910,KEGG_Pathway,map00770
4314,USA300HOU_RS02910,KEGG_Pathway,map01100
4315,USA300HOU_RS02910,KEGG_Pathway,map01110
4316,USA300HOU_RS02910,KEGG_Pathway,map01130
4317,USA300HOU_RS02910,KEGG_Pathway,map01210
4318,USA300HOU_RS02910,KEGG_Pathway,map01230
4323,USA300HOU_RS02915,KEGG_Pathway,map00630
4324,USA300HOU_RS02915,KEGG_Pathway,map01100
4325,USA300HOU_RS02915,KEGG_Pathway,map01110
4326,USA300HOU_RS02915,KEGG_Pathway,map01130
4330,USA300HOU_RS02920,KEGG_Pathway,map00230
4331,USA300HOU_RS02920,KEGG_Pathway,map00240
4332,USA300HOU_RS02920,KEGG_Pathway,map01100
4334,USA300HOU_RS02925,KEGG_Pathway,map00230
4335,USA300HOU_RS02930,KEGG_Pathway,-
4336,USA300HOU_RS02935,KEGG_Pathway,-
4339,USA300HOU_RS02940,KEGG_Pathway,map00740
4340,USA300HOU_RS02940,KEGG_Pathway,map01100
4342,USA300HOU_RS02945,KEGG_Pathway,map05150
4344,USA300HOU_RS02950,KEGG_Pathway,map05150
4346,USA300HOU_RS02955,KEGG_Pathway,map05150
4347,USA300HOU_RS02960,KEGG_Pathway,-
4348,USA300HOU_RS02965,KEGG_Pathway,-
4351,USA300HOU_RS02970,KEGG_Pathway,map00790
4352,USA300HOU_RS02970,KEGG_Pathway,map01100
4353,USA300HOU_RS02975,KEGG_Pathway,-
4354,USA300HOU_RS02980,KEGG_Pathway,-
4357,USA300HOU_RS02985,KEGG_Pathway,map00520
4358,USA300HOU_RS02985,KEGG_Pathway,map01100
4365,USA300HOU_RS02990,KEGG_Pathway,map00030
4366,USA300HOU_RS02990,KEGG_Pathway,map00680
4367,USA300HOU_RS02990,KEGG_Pathway,map01100
4368,USA300HOU_RS02990,KEGG_Pathway,map01120
4369,USA300HOU_RS02990,KEGG_Pathway,map01200
4370,USA300HOU_RS02990,KEGG_Pathway,map01230
4377,USA300HOU_RS02995,KEGG_Pathway,map00030
4378,USA300HOU_RS02995,KEGG_Pathway,map00680
4379,USA300HOU_RS02995,KEGG_Pathway,map01100
4380,USA300HOU_RS02995,KEGG_Pathway,map01120
4381,USA300HOU_RS02995,KEGG_Pathway,map01200
4382,USA300HOU_RS02995,KEGG_Pathway,map01230
4387,USA300HOU_RS03000,KEGG_Pathway,map00630
4388,USA300HOU_RS03000,KEGG_Pathway,map01100
4389,USA300HOU_RS03000,KEGG_Pathway,map01110
4390,USA300HOU_RS03000,KEGG_Pathway,map01130
4391,USA300HOU_RS03005,KEGG_Pathway,-
4402,USA300HOU_RS03010,KEGG_Pathway,map00061
4403,USA300HOU_RS03010,KEGG_Pathway,map00071
4404,USA300HOU_RS03010,KEGG_Pathway,map01100
4405,USA300HOU_RS03010,KEGG_Pathway,map01212
4406,USA300HOU_RS03010,KEGG_Pathway,map02024
4407,USA300HOU_RS03010,KEGG_Pathway,map03320
4408,USA300HOU_RS03010,KEGG_Pathway,map04146
4409,USA300HOU_RS03010,KEGG_Pathway,map04216
4410,USA300HOU_RS03010,KEGG_Pathway,map04714
4411,USA300HOU_RS03010,KEGG_Pathway,map04920
4431,USA300HOU_RS03015,KEGG_Pathway,map00071
4432,USA300HOU_RS03015,KEGG_Pathway,map00072
4433,USA300HOU_RS03015,KEGG_Pathway,map00280
4434,USA300HOU_RS03015,KEGG_Pathway,map00310
4435,USA300HOU_RS03015,KEGG_Pathway,map00362
4436,USA300HOU_RS03015,KEGG_Pathway,map00380
4437,USA300HOU_RS03015,KEGG_Pathway,map00620
4438,USA300HOU_RS03015,KEGG_Pathway,map00630
4439,USA300HOU_RS03015,KEGG_Pathway,map00640
4440,USA300HOU_RS03015,KEGG_Pathway,map00650
4441,USA300HOU_RS03015,KEGG_Pathway,map00720
4442,USA300HOU_RS03015,KEGG_Pathway,map00900
4443,USA300HOU_RS03015,KEGG_Pathway,map01100
