Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
ERX4581842	ERR4659026	2021-03-15 06:36:26	2021-03-18 19:11:57	23994940	1799620500	0	75	707		https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4659/ERR4659026	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129219	SAMEA7370770	simple	1280	Staphylococcus aureus	SAMEA7370770							no					INRAE	ERA2939441		public	E07795C6DFC2C219ADE126A2A9C84040	F0B14F73D4E0409918C21CDE58E14F7D		
ERX4581843	ERR4659027	2021-03-15 06:36:27	2021-03-18 19:10:53	19288275	1446620625	0	75	568		https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4659/ERR4659027	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129220	SAMEA7370771	simple	1280	Staphylococcus aureus	SAMEA7370771							no					INRAE	ERA2939441		public	042436E234C49B489E181C970097E746	36B4FCE66C2DDC2D8CA4EEF445AD0A0E		
ERX4581844	ERR4659028	2021-03-15 06:36:26	2021-03-18 19:09:00	17999758	1349981850	0	75	537		https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR4659/ERR4659028	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129221	SAMEA7370772	simple	1280	Staphylococcus aureus	SAMEA7370772							no					INRAE	ERA2939441		public	44E1D125AF28BCF2E8D698BF179EF6DC	91B84BD888B1B8E3630F605CFD0AC7AA		
ERX4581845	ERR4659029	2021-03-15 06:36:26	2021-03-18 19:08:00	16280117	1221008775	0	75	482		https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR4659/ERR4659029	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129222	SAMEA7370773	simple	1280	Staphylococcus aureus	SAMEA7370773							no					INRAE	ERA2939441		public	408BA8A0FCC07C3A6E6C617AACE1691A	B4093E7A1F5EA9F0031361AECDB8D1D0		
ERX4581846	ERR4659030	2021-03-15 06:36:26	2021-03-18 19:10:00	19868796	1490159700	0	75	588		https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR4659/ERR4659030	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129223	SAMEA7370774	simple	1280	Staphylococcus aureus	SAMEA7370774							no					INRAE	ERA2939441		public	9E2ABB974895E2C3847B93B5C1634428	D3BF72616DC6E882618CD384B90987E8		
ERX4581847	ERR4659031	2021-03-15 06:36:26	2021-03-18 19:15:08	27513090	2063481750	0	75	810		https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR4659/ERR4659031	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129224	SAMEA7370775	simple	1280	Staphylococcus aureus	SAMEA7370775							no					INRAE	ERA2939441		public	6C13B870CFE92A58A926C6577F5FDBA3	D79B2B0A7DD293A8DAD260D045F3BCF3		
ERX4581848	ERR4659032	2021-03-15 06:36:26	2021-03-18 19:10:15	21738673	1630400475	0	75	643		https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4659/ERR4659032	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129225	SAMEA7370776	simple	1280	Staphylococcus aureus	SAMEA7370776							no					INRAE	ERA2939441		public	67579BD9CB29EA3A1D3C0E965A0C7C59	6870E1F153EDAD0A03EDF91161CA8C51		
ERX4581849	ERR4659033	2021-03-15 06:36:26	2021-03-18 19:02:01	9859896	739492200	0	75	292		https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR4659/ERR4659033	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129226	SAMEA7370777	simple	1280	Staphylococcus aureus	SAMEA7370777							no					INRAE	ERA2939441		public	66150DD797F7A1F2D3E38839A6DE16CF	B45121B8139A81E448FA89596E4DA397		
ERX4581850	ERR4659034	2021-03-15 06:36:26	2021-03-18 19:22:57	67480117	5061008775	0	75	2016		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR004/4659/ERR4659034/ERR4659034.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129227	SAMEA7370778	simple	1280	Staphylococcus aureus	SAMEA7370778							no					INRAE	ERA2939441		public	56B134941B1E2C42B181164F786E9DAD	C1A173853260172BBD6228BB42909EFC		
ERX4581851	ERR4659035	2021-03-15 06:36:26	2021-03-18 19:30:24	57091042	4281828150	0	75	1680		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR004/4659/ERR4659035/ERR4659035.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129228	SAMEA7370779	simple	1280	Staphylococcus aureus	SAMEA7370779							no					INRAE	ERA2939441		public	A2C0C78189C814AD084A284F520C69BD	C2DB0D2AAF9D4694664527874DF56C2B		
ERX4581852	ERR4659036	2021-03-15 06:36:26	2021-03-18 19:12:42	30748491	2306136825	0	75	925		https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4659/ERR4659036	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129229	SAMEA7370780	simple	1280	Staphylococcus aureus	SAMEA7370780							no					INRAE	ERA2939441		public	D5AF8AEC347E643E698928F6E4260D36	048C098DFC50679EC9316608EF796038		
ERX4581853	ERR4659037	2021-03-15 06:36:26	2021-03-18 19:17:22	38769996	2907749700	0	75	1160		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR004/4659/ERR4659037/ERR4659037.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129230	SAMEA7370781	simple	1280	Staphylococcus aureus	SAMEA7370781							no					INRAE	ERA2939441		public	5370E8FD14D13C1F93204D1AC52F9D5A	7F8F68819E32203D6AF70C889B1E4785		
ERX4581854	ERR4659038	2021-03-15 06:36:26	2021-03-18 19:23:40	43727507	3279563025	0	75	1313		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR004/4659/ERR4659038/ERR4659038.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129231	SAMEA7370782	simple	1280	Staphylococcus aureus	SAMEA7370782							no					INRAE	ERA2939441		public	BA8DE0544C97D122EA9D5E4B479AEE7F	DB21C1A321D90D22E270D1A36024406E		
ERX4581855	ERR4659039	2021-03-15 06:36:26	2021-03-18 19:14:58	39869136	2990185200	0	75	1203		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR004/4659/ERR4659039/ERR4659039.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129232	SAMEA7370783	simple	1280	Staphylococcus aureus	SAMEA7370783							no					INRAE	ERA2939441		public	83A61EDAFFBA1A255B1846E456264806	319DCEB5F11B63FE15E1B1A0180BA614		
ERX4581856	ERR4659040	2021-03-15 06:36:26	2021-03-18 19:17:38	46480132	3486009900	0	75	1396		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR004/4659/ERR4659040/ERR4659040.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129233	SAMEA7370784	simple	1280	Staphylococcus aureus	SAMEA7370784							no					INRAE	ERA2939441		public	D2AC0FF14A3EE7486357006018012AAC	62C30A7DD3E5EC83A60624FF7CA304A6		
ERX4581857	ERR4659041	2021-03-15 06:36:26	2021-03-18 19:13:35	33116000	2483700000	0	75	994		https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4659/ERR4659041	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129234	SAMEA7370785	simple	1280	Staphylococcus aureus	SAMEA7370785							no					INRAE	ERA2939441		public	6AA4D8FFDD73DD3A012B7F32AA6517DB	1829A0A1EE9337CACE9865627568F551		
ERX4581858	ERR4659042	2021-03-15 06:36:26	2021-03-18 19:21:09	49725436	3729407700	0	75	1490		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR004/4659/ERR4659042/ERR4659042.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129235	SAMEA7370786	simple	1280	Staphylococcus aureus	SAMEA7370786							no					INRAE	ERA2939441		public	269291AA5310C2095FD9476F4EC86167	542BF6671B2A3AFE9E1A848E2B2E31C4		
ERX4581859	ERR4659043	2021-03-15 06:36:26	2021-03-18 19:30:18	67239208	5042940600	0	75	1998		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR004/4659/ERR4659043/ERR4659043.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129236	SAMEA7370787	simple	1280	Staphylococcus aureus	SAMEA7370787							no					INRAE	ERA2939441		public	14597596C3B0F25799ACBF5DA2B7BCF3	74AEBB8505A8F2FAF5DCF21544244779		
ERX4581860	ERR4659044	2021-03-15 06:36:26	2021-03-18 19:23:33	56864241	4264818075	0	75	1715		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR004/4659/ERR4659044/ERR4659044.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129237	SAMEA7370788	simple	1280	Staphylococcus aureus	SAMEA7370788							no					INRAE	ERA2939441		public	F98750B14FC1A500823F39CC41A5AC05	EBC15FDCD94657D720974F48883CFEAB		
ERX4581861	ERR4659045	2021-03-15 06:36:26	2021-03-18 19:22:55	44446275	3333470625	0	75	1330		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR004/4659/ERR4659045/ERR4659045.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502		703888	ERS5129238	SAMEA7370789	simple	1280	Staphylococcus aureus	SAMEA7370789							no					INRAE	ERA2939441		public	BB6E63243E55DDC2334C3B31A53FF5F8	0A09E3DF312BF36551737A589516465E		
ERX4597138	ERR4675291	2020-10-14 15:46:56	2021-11-18 13:41:25	9809945	454372023	0	46	271		https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4675/ERR4675291		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP124442	PRJEB40775		669785	ERS5181929	SAMEA7423581	simple	93061	Staphylococcus aureus subsp. aureus NCTC 8325	SAMEA7423581							no					ZB MED - INFORMATION CENTRE FOR LIFE SCIENCES	ERA2955591		public	0005496B7EF43C1D552050E7CCFF764C	D8B9EF8F0E4BBA1E4184C27C29208579		
ERX4597139	ERR4675292	2020-10-14 15:46:56	2021-11-18 18:56:12	44433055	2097633676	0	47	1358		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR004/4675/ERR4675292/ERR4675292.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP124442	PRJEB40775		669785	ERS5181930	SAMEA7423582	simple	93061	Staphylococcus aureus subsp. aureus NCTC 8325	SAMEA7423582							no					ZB MED - INFORMATION CENTRE FOR LIFE SCIENCES	ERA2955594		public	FDF4BCFF44E3838013AC3F10031BC5AA	AA6D706DFA9751E5F62599345CBDF105		
ERX4597140	ERR4675293	2020-10-14 15:46:56	2021-11-18 16:14:21	57279719	2749381059	0	47	1730		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR004/4675/ERR4675293/ERR4675293.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP124442	PRJEB40775		669785	ERS5181931	SAMEA7423583	simple	93061	Staphylococcus aureus subsp. aureus NCTC 8325	SAMEA7423583							no					ZB MED - INFORMATION CENTRE FOR LIFE SCIENCES	ERA2955597		public	8947F74D78D80696B870C46701E61802	23E73928447FCCD37D2FC28AEC8AEF0B		
ERX4663691	ERR4793920	2020-11-09 21:24:24	2020-11-16 02:51:40	9988847	509431197	0	51	280		https://sra-download.ncbi.nlm.nih.gov/traces/era22/ERR/ERR4793/ERR4793920		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP124834	PRJEB41101		675268	ERS5274985	SAMEA7518502	simple	93061	Staphylococcus aureus subsp. aureus NCTC 8325	SAMEA7518502							no					ZB MED - INFORMATION CENTRE FOR LIFE SCIENCES	ERA3046510		public	2B9D6F13B4176338060F4714550B6308	B1CF87BDDE76A9553E202B8922927491		
ERX4663692	ERR4793921	2020-11-09 21:24:24	2020-11-17 05:16:53	44585659	2273868609	0	51	1371		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR004/4793/ERR4793921/ERR4793921.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP124834	PRJEB41101		675268	ERS5274986	SAMEA7518503	simple	93061	Staphylococcus aureus subsp. aureus NCTC 8325	SAMEA7518503							no					ZB MED - INFORMATION CENTRE FOR LIFE SCIENCES	ERA3046511		public	40F58FE2F59DC0DD38C9D6B3EC6350B3	3DE05FF4827016FBFEA22C417699F53B		
ERX5228512	ERR5443885	2021-03-17 19:06:55	2021-04-21 06:56:53	13444263	672213150	0	50	349		https://sra-download.ncbi.nlm.nih.gov/traces/era20/ERR/ERR5443/ERR5443885	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	ERP127468	PRJEB43496		714042	ERS5914274	SAMEA8227703	simple	1280	Staphylococcus aureus	SAMEA8227703							no					GENEVA UNIVERSITY HOSPITALS	ERA3564958		public	70B83B44CD2C196E4688C407D715F22F	9D94F8F9A93170108D8F6017B0EF5896		
ERX5228513	ERR5443886	2021-03-17 19:06:55	2021-04-17 22:18:45	11555031	577751550	0	50	276		https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR5443/ERR5443886	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	ERP127468	PRJEB43496		714042	ERS5914275	SAMEA8227704	simple	1280	Staphylococcus aureus	SAMEA8227704							no					GENEVA UNIVERSITY HOSPITALS	ERA3564958		public	3BC3F13A809533F967AB594E25603D1E	3763836D392D1475FECB9204AD8AAF9D		
ERX5228514	ERR5443887	2021-03-17 19:06:55	2021-04-21 06:51:05	14675191	733759550	0	50	381		https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5443/ERR5443887	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	ERP127468	PRJEB43496		714042	ERS5914276	SAMEA8227705	simple	1280	Staphylococcus aureus	SAMEA8227705							no					GENEVA UNIVERSITY HOSPITALS	ERA3564958		public	2DD4CF0D27307538A4B1F1916FEDC91C	3BAD376BEDA4CAC9BAD107ECC1BB729D		
ERX5228515	ERR5443888	2021-03-17 19:06:55	2021-04-17 22:19:09	12061441	603072050	0	50	287		https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR5443/ERR5443888	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	ERP127468	PRJEB43496		714042	ERS5914277	SAMEA8227706	simple	1280	Staphylococcus aureus	SAMEA8227706							no					GENEVA UNIVERSITY HOSPITALS	ERA3564958		public	FA48D282023CC3A59601BF3FE907D994	D0082B4D86CDEEC5CE94670E05B0BA35		
ERX5228516	ERR5443889	2021-03-17 19:06:56	2021-04-17 22:18:14	9302999	465149950	0	50	227		https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR5443/ERR5443889	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	ERP127468	PRJEB43496		714042	ERS5914278	SAMEA8227707	simple	1280	Staphylococcus aureus	SAMEA8227707							no					GENEVA UNIVERSITY HOSPITALS	ERA3564958		public	8D66AE01001C6ECCEED4F90D99A15374	4AD4F99B05F2CB557486EB45A39318E1		
ERX5228517	ERR5443890	2021-03-17 19:06:56	2021-04-21 06:55:11	13464084	673204200	0	50	349		https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5443/ERR5443890	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	ERP127468	PRJEB43496		714042	ERS5914279	SAMEA8227708	simple	1280	Staphylococcus aureus	SAMEA8227708							no					GENEVA UNIVERSITY HOSPITALS	ERA3564958		public	235AEC200EFEA5E1CA13E5542CB969D9	753A58158EB450B9DF299AA9BB007105		
ERX5310346	ERR5529898	2021-03-24 14:45:40	2021-04-14 18:38:15	57360983	2925410133	0	51	1722		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR005/5529/ERR5529898/ERR5529898.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP124834	PRJEB41101		675268	ERS6083881	SAMEA8398402	simple	93061	Staphylococcus aureus subsp. aureus NCTC 8325	SAMEA8398402							no					ZB MED - INFORMATION CENTRE FOR LIFE SCIENCES	ERA3689650		public	4BBE23A49FCA7918DD16D7836290EBD9	5C4D377A5C6670AA65F53C6268F41A77		
ERX5311170	ERR5530739	2021-03-26 09:04:44	2021-03-27 22:12:21	9988847	509431197	0	51	280		https://sra-download.ncbi.nlm.nih.gov/traces/era0/ERR/ERR5530/ERR5530739		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP127848			0	ERS6085306	SAMEA8399829	simple	93061	Staphylococcus aureus subsp. aureus NCTC 8325	SAMEA8399829							no					ZB MED - INFORMATION CENTRE FOR LIFE SCIENCES	ERA3690429		public	2B9D6F13B4176338060F4714550B6308	B1CF87BDDE76A9553E202B8922927491		
ERX5311171	ERR5530740	2021-03-26 09:04:44	2021-03-27 23:35:00	44585659	2273868609	0	51	1371		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR005/5530/ERR5530740/ERR5530740.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP127848			0	ERS6085307	SAMEA8399830	simple	93061	Staphylococcus aureus subsp. aureus NCTC 8325	SAMEA8399830							no					ZB MED - INFORMATION CENTRE FOR LIFE SCIENCES	ERA3690432		public	40F58FE2F59DC0DD38C9D6B3EC6350B3	3DE05FF4827016FBFEA22C417699F53B		
ERX5311172	ERR5531330	2021-03-26 09:04:44	2021-04-14 18:39:15	57360983	2925410133	0	51	1722		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR005/5531/ERR5531330/ERR5531330.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP127848			0	ERS6085308	SAMEA8399831	simple	93061	Staphylococcus aureus subsp. aureus NCTC 8325	SAMEA8399831							no					ZB MED - INFORMATION CENTRE FOR LIFE SCIENCES	ERA3690438		public	4BBE23A49FCA7918DD16D7836290EBD9	5C4D377A5C6670AA65F53C6268F41A77		
ERX5339930	ERR5621525	2021-03-31 13:35:15	2021-04-15 07:48:55	8201533	656122640	8201533	80	229		https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR5621/ERR5621525	unspecified	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	350	0	ILLUMINA	NextSeq 500	ERP126658			0	ERS6142166	SAMEA8457313	simple	451516	Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA8457313							no					KAIST	ERA3699926		public	6AAFC1E6B64B56D8CCE8C63B74EC0F24	E860DBC811A4C990E9F6AE86EA84EF92		
ERX5339931	ERR5621526	2021-03-31 13:35:15	2021-04-15 07:49:12	8470422	677633760	8470422	80	238		https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR5621/ERR5621526	unspecified	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	350	0	ILLUMINA	NextSeq 500	ERP126658			0	ERS6142167	SAMEA8457314	simple	451516	Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA8457314							no					KAIST	ERA3699926		public	51AE6D26F8708444034CEB68FDB211F3	9BC3428EE3C54EEC3B6FF523A556E01F		
ERX5339932	ERR5621527	2021-03-31 13:35:15	2021-04-15 07:48:12	7418004	593440320	7418004	80	213		https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR5621/ERR5621527	unspecified	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	350	0	ILLUMINA	NextSeq 500	ERP126658			0	ERS6142168	SAMEA8457315	simple	451516	Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA8457315							no					KAIST	ERA3699926		public	9F58E99A24ACBB02CF09EE3AB66B0665	24D57878110C64AD016D1DD9DDBCE656		
ERX5339933	ERR5621528	2021-03-31 15:46:43	2021-04-15 09:02:41	7994886	639590880	7994886	80	221		https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR5621/ERR5621528	unspecified	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	350	0	ILLUMINA	NextSeq 500	ERP126658			0	ERS6142169	SAMEA8457316	simple	451516	Staphylococcus aureus subsp. aureus USA300_TCH1516	SAMEA8457316							no					KAIST	ERA3699926		public	E9C8B9CE6758B53986EC21A142C74EDF	AD6BBFBD77F9C04ADCA0A5004E789887		
ERX6191926	ERR6565876;ERR6565877	2021-11-03 09:51:53	2021-11-11 19:02:08	7946652	1105179331	7946652	139	512		https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR6565/ERR6565877	COL_DEL_gbaA_co1_p	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	ERP131469	PRJEB47210		774601	ERS7486454	SAMEA9807815	simple	93062	Staphylococcus aureus subsp. aureus COL	SAMEA9807815							no					TB	ERA5939518		public	B574D0CFED5A4CBD8E74227CBFA02325	F8B81A521D38FF1F82EB5B4E14C1AD58		
ERX6191927	ERR6565878;ERR6565879	2021-11-03 09:51:53	2021-11-11 19:01:32	7640182	1062952231	7640182	139	503		https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR6565/ERR6565879	COL_DEL_gbaA_co2_p	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	ERP131469	PRJEB47210		774601	ERS7486455	SAMEA9807816	simple	93062	Staphylococcus aureus subsp. aureus COL	SAMEA9807816							no					TB	ERA5939518		public	CB49AE8ED9EA57EF741E3E487930BC7C	80DCA348CF65CBB2870337629225F6E6		
ERX6191928	ERR6565880;ERR6565881	2021-11-12 20:53:13	2021-11-11 19:02:32	7896333	1098598119	7896333	139	521		https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR6565/ERR6565881	COL_DEL_gbaA_co3_p	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	ERP131469	PRJEB47210		774601	ERS7486456	SAMEA9807817	simple	93062	Staphylococcus aureus subsp. aureus COL	SAMEA9807817							no					TB	ERA5939518		public	26C008486E1B847B197D32E1E0C901C2	59A3DFA3BAB16B6D2ACEE24720F67A77		
ERX6191929	ERR6565882	2021-11-12 20:53:13	2021-11-11 19:05:29	13088969	1858633598	13088969	142	809		https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR6565/ERR6565882	COLWT_co1_p	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	ERP131469	PRJEB47210		774601	ERS7486457	SAMEA9807818	simple	93062	Staphylococcus aureus subsp. aureus COL	SAMEA9807818							no					TB	ERA5939518		public	702CF6DEEA0AF65047F43AF4398563D9	657F2A74403D20108834F6CE6CFC5337		
ERX6191930	ERR6565883	2021-11-12 20:53:13	2021-11-11 19:02:44	10330612	1466946904	10330612	142	655		https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR6565/ERR6565883	COLWT_co2_p	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	ERP131469	PRJEB47210		774601	ERS7486458	SAMEA9807819	simple	93062	Staphylococcus aureus subsp. aureus COL	SAMEA9807819							no					TB	ERA5939518		public	20EAAAE5B84546423B7E3B9EA601BAAE	C0DBB11A02493828D650D7204A781A94		
ERX6191931	ERR6565884	2021-11-12 20:53:13	2021-11-11 19:02:05	7311109	1038177478	7311109	142	471		https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR6565/ERR6565884	COLWT_co3_p	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	ERP131469	PRJEB47210		774601	ERS7486459	SAMEA9807820	simple	93062	Staphylococcus aureus subsp. aureus COL	SAMEA9807820							no					TB	ERA5939518		public	A0DE9EA645C8ABF9E7E4236A029A990E	460A2F0C5ADC14807A7C221AA1CF13A8		
